,TV,newspaper,radio,sales
72,76.86,22.189999999999998,10.01,8.68
73,18.759999999999998,13.51,23.099999999999998,6.16
74,90.58,21.91,3.9899999999999998,7.699999999999999
75,149.38,9.17,17.22,11.899999999999999
76,11.829999999999998,62.58,30.59,6.089999999999999
77,19.25,14.489999999999998,1.1199999999999999,4.83
78,84.35,9.94,19.95,9.94
79,3.78,6.58,20.929999999999996,3.7099999999999995
80,81.19999999999999,16.17,5.39,7.699999999999999
81,53.480000000000004,15.61,18.689999999999998,8.26
82,167.85999999999999,25.83,2.8699999999999997,8.61
83,52.709999999999994,22.75,14.209999999999999,7.91
84,47.88,24.919999999999998,31.15,9.52
85,149.45,23.659999999999997,30.099999999999998,15.189999999999998
86,135.23999999999998,45.99,12.879999999999999,10.639999999999999
87,53.41,11.2,19.25,8.399999999999999
88,77.49,44.24,28.419999999999998,11.2
89,61.809999999999995,51.38,17.849999999999998,9.03
90,76.86,35.98,33.459999999999994,11.69
91,94.01,6.51,3.43,7.839999999999999
92,20.02,23.099999999999998,1.0499999999999998,5.109999999999999
93,152.39,41.3,23.45,13.579999999999998
94,175.63,50.60999999999999,25.549999999999997,15.54
95,75.17999999999999,7.63,9.799999999999999,8.049999999999999
96,114.31,37.029999999999994,22.12,11.829999999999998
97,138.32,4.13,2.4499999999999997,8.19
98,129.43,15.399999999999999,14.7,10.85
99,202.79,35.839999999999996,29.609999999999996,17.779999999999998
100,94.63999999999999,32.129999999999995,29.19,12.04
101,155.68,34.85999999999999,3.01,8.19
102,207.47999999999996,70.63,25.409999999999997,16.66
103,196.14,14.979999999999999,7.069999999999999,10.36
104,131.53,12.529999999999998,12.04,10.29
105,166.73999999999998,3.7099999999999995,24.009999999999998,14.489999999999998
106,96.53,41.3,32.48,13.44
107,17.5,20.79,7.699999999999999,5.04
108,63.28,16.24,0.21,6.089999999999999
109,9.17,17.919999999999998,0.27999999999999997,3.7099999999999995
110,178.78,3.8499999999999996,18.83,13.86
111,158.06,39.55,5.739999999999999,9.379999999999999
112,169.18999999999997,16.24,26.599999999999998,15.26
113,122.98999999999998,1.68,10.78,9.87
114,146.72,7.489999999999999,14.42,11.129999999999999
115,54.74,24.15,32.76,10.219999999999999
116,52.56999999999999,36.89,24.5,8.819999999999999
117,97.43999999999998,17.919999999999998,10.01,8.54
118,53.480000000000004,10.36,0.5599999999999999,6.58
119,87.99,55.44,25.83,11.129999999999999
120,13.579999999999998,15.61,11.2,4.619999999999999
121,98.91,32.34,18.759999999999998,10.85
122,13.16,35.279999999999994,15.189999999999998,4.8999999999999995
123,156.79999999999998,10.92,1.68,8.12
124,86.16999999999999,8.68,24.22,10.639999999999999
125,160.64999999999998,51.94,22.609999999999996,13.79
126,61.04,18.13,8.26,7.419999999999999
127,5.46,35.42,27.229999999999997,4.619999999999999
128,56.14,6.4399999999999995,0.0,6.16
129,154.21,2.2399999999999998,34.3,17.29
130,41.72,30.169999999999998,8.399999999999999,6.789999999999999
131,0.48999999999999994,6.089999999999999,27.72,1.1199999999999999
132,185.64,30.099999999999998,2.03,8.889999999999999
133,5.88,1.47,19.04,3.9899999999999998
134,153.85999999999999,31.57,23.45,13.72
135,25.83,45.919999999999995,27.02,7.56
136,33.809999999999995,5.949999999999999,32.9,8.12
137,17.919999999999998,6.51,27.299999999999997,6.6499999999999995
138,191.58999999999997,41.79,20.229999999999997,14.559999999999999
139,30.099999999999998,14.35,18.13,6.72
140,129.43,1.19,30.729999999999997,14.489999999999998
141,51.38,9.03,11.899999999999999,7.63
142,135.58999999999997,52.919999999999995,24.779999999999998,13.44
143,154.35,26.529999999999998,23.240000000000002,14.07
144,73.21999999999998,24.08,3.9899999999999998,7.279999999999999
145,67.34,27.229999999999997,10.36,7.9799999999999995
146,98.21000000000001,6.3,1.3299999999999998,7.21
147,168.07,6.089999999999999,5.109999999999999,9.239999999999998
148,170.23999999999998,31.009999999999994,34.3,17.779999999999998
149,26.599999999999998,8.33,28.209999999999997,7.63
150,31.29,14.42,18.06,7.069999999999999
151,196.48999999999998,25.9,9.73,11.27
152,84.69999999999999,34.089999999999996,5.88,8.12
153,138.32,9.94,16.31,11.620000000000001
154,119.91,26.39,27.79,13.299999999999999
155,131.46,6.6499999999999995,14.77,10.92
156,2.8699999999999997,3.9899999999999998,8.12,2.2399999999999998
157,65.73,35.349999999999994,30.45,10.709999999999999
158,104.86,17.009999999999998,0.9099999999999999,7.069999999999999
159,8.19,31.64,25.83,5.109999999999999
160,92.18999999999998,24.22,12.879999999999999,9.03
161,120.74999999999999,21.49,12.67,10.08
162,59.989999999999995,34.51,25.059999999999995,9.31
163,131.88,17.919999999999998,12.67,10.43
164,114.44999999999999,5.18,25.759999999999998,12.6
165,82.03999999999999,3.78,10.29,8.33
166,164.14999999999998,59.35999999999999,2.38,8.33
167,12.529999999999998,15.12,26.32,5.6
168,144.76,13.579999999999998,3.6399999999999997,8.54
169,150.78,40.32,16.52,11.97
170,199.01,4.4799999999999995,7.419999999999999,10.5
171,35.0,12.879999999999999,8.12,5.88
172,115.14999999999999,33.18,14.629999999999997,10.149999999999999
173,13.72,11.899999999999999,14.07,5.319999999999999
174,117.88,8.959999999999999,4.97,8.19
175,155.68,9.17,2.38,8.049999999999999
176,193.82999999999998,29.259999999999994,34.23,18.9
177,173.88,14.209999999999999,21.139999999999997,14.139999999999999
178,119.13999999999999,24.64,5.46,8.19
179,193.68999999999997,16.59,1.6099999999999999,8.26
180,115.91999999999999,12.32,7.0,8.819999999999999
181,109.61999999999999,5.8100000000000005,1.8199999999999998,7.35
182,152.95,19.179999999999996,3.78,8.54
183,39.339999999999996,20.79,3.9899999999999998,6.089999999999999
184,201.32,50.26,30.099999999999998,18.34
185,177.66,21.0,14.91,12.32
186,143.5,13.72,31.57,15.82
187,97.64999999999999,18.62,1.47,7.21
188,133.76999999999998,12.739999999999998,20.09,12.11
189,200.2,2.59,9.73,11.129999999999999
190,13.089999999999998,16.38,8.469999999999999,4.6899999999999995
191,27.65,4.06,28.77,7.56
192,52.849999999999994,4.199999999999999,7.56,6.93
193,12.04,22.12,2.8699999999999997,4.13
194,116.76,2.52,29.4,13.72
195,104.78999999999999,4.199999999999999,24.919999999999998,12.11
196,26.740000000000002,9.66,2.59,5.319999999999999
197,65.94,5.669999999999999,3.43,6.789999999999999
198,123.89999999999999,4.4799999999999995,6.51,8.959999999999999
199,198.52,46.339999999999996,29.4,17.849999999999998
200,162.47,6.089999999999999,6.02,9.379999999999999
1,184.08,55.36000000000001,30.24,17.680000000000003
2,35.6,36.080000000000005,31.439999999999998,8.32
3,13.76,55.44,36.72,7.440000000000001
4,121.2,46.800000000000004,33.04,14.8
5,144.64000000000001,46.72,8.64,10.32
6,6.96,60.0,39.120000000000005,5.760000000000001
7,46.0,18.8,26.24,9.440000000000001
8,96.16000000000001,9.28,15.680000000000001,10.56
9,6.88,0.8,1.6800000000000002,3.84
10,159.84000000000003,16.96,2.08,8.48
11,52.879999999999995,19.36,4.64,6.88
12,171.76,3.2,19.200000000000003,13.92
13,19.040000000000003,52.720000000000006,28.080000000000002,7.359999999999999
14,78.0,5.760000000000001,6.08,7.76
15,163.28,36.800000000000004,26.32,15.200000000000001
16,156.32000000000002,42.32,38.160000000000004,17.919999999999998
17,54.24,91.2,29.28,10.0
18,225.12,44.64,31.680000000000003,19.52
19,55.36000000000001,14.64,16.400000000000002,9.040000000000001
20,117.84000000000002,15.280000000000001,19.12,11.68
21,174.72000000000003,42.72,22.16,14.4
22,189.92000000000002,18.8,4.08,10.0
23,10.56,39.68000000000001,12.72,4.4799999999999995
24,182.64000000000001,20.96,13.52,12.4
25,49.84,14.64,10.08,7.76
26,210.32,15.600000000000001,2.8000000000000003,9.600000000000001
27,114.32000000000001,10.08,23.44,12.0
28,192.08,18.32,13.36,12.72
29,199.04000000000002,18.32,21.680000000000003,15.12
30,56.48,32.64,12.8,8.4
31,234.32,34.56,22.64,17.12
32,90.32000000000001,30.880000000000003,13.92,9.520000000000001
33,77.76,24.0,1.2000000000000002,7.68
34,212.48000000000002,0.24,16.0,13.92
35,76.56,5.920000000000001,1.1199999999999999,7.6000000000000005
36,232.56,6.800000000000001,3.28,10.240000000000002
37,213.51999999999998,4.0,35.04,20.32
38,59.760000000000005,36.56,39.52,11.76
39,34.480000000000004,28.080000000000002,21.36,8.08
40,182.4,25.6,30.160000000000004,17.2
41,162.0,25.28,17.84,13.280000000000001
42,141.6,30.960000000000004,26.72,13.680000000000001
43,234.88000000000002,1.4400000000000002,22.16,16.56
44,165.52,21.12,6.720000000000001,10.32
45,20.080000000000002,34.64,20.560000000000002,6.800000000000001
46,140.08,25.200000000000003,18.0,11.920000000000002
47,71.76,28.560000000000002,7.920000000000001,8.48
48,191.92000000000002,14.8,33.2,18.56
49,181.76,39.92,12.64,11.840000000000002
50,53.52000000000001,29.439999999999998,9.36,7.76
51,159.84000000000003,27.680000000000003,2.4800000000000004,9.120000000000001
52,80.32000000000001,2.8800000000000003,7.68,8.56
53,173.12,31.680000000000003,33.36000000000001,18.080000000000002
54,146.08,46.96000000000001,36.96,16.96
55,210.16,12.72,23.040000000000003,16.16
56,159.12,48.0,39.52,18.96
57,5.84,33.12,22.480000000000004,4.4
58,108.96,13.280000000000001,15.36,10.56
59,168.64000000000001,30.160000000000004,39.68000000000001,19.040000000000003
60,168.56,7.440000000000001,23.6,14.719999999999999
61,42.800000000000004,17.12,1.6,6.48
62,209.04000000000002,43.760000000000005,34.160000000000004,19.36
63,191.44000000000003,21.840000000000003,12.4,12.56
64,82.16000000000001,6.720000000000001,23.680000000000003,11.200000000000001
65,104.88,23.12,34.24,14.4
66,55.2,0.7200000000000001,7.440000000000001,7.440000000000001
67,25.200000000000003,1.7600000000000002,19.680000000000003,7.6000000000000005
68,111.44000000000001,8.16,11.600000000000001,10.72
69,189.92000000000002,8.8,22.0,15.12
70,173.44000000000003,21.76,35.12,17.84
71,159.28,30.960000000000004,24.480000000000004,14.64
72,87.84,25.36,11.440000000000001,9.920000000000002
73,21.44,15.440000000000001,26.400000000000002,7.040000000000001
74,103.52000000000001,25.040000000000003,4.5600000000000005,8.8
75,170.72000000000003,10.48,19.680000000000003,13.600000000000001
76,13.52,71.52000000000001,34.96,6.96
77,22.0,16.56,1.2800000000000002,5.5200000000000005
78,96.4,11.36,22.8,11.36
79,4.32,7.5200000000000005,23.92,4.24
80,92.80000000000001,18.48,6.16,8.8
81,61.120000000000005,17.84,21.36,9.440000000000001
82,191.84000000000003,29.52,3.28,9.840000000000002
83,60.24,26.0,16.240000000000002,9.040000000000001
84,54.720000000000006,28.480000000000004,35.6,10.88
85,170.8,27.04,34.4,17.36
86,154.56,52.56,14.719999999999999,12.16
87,61.04,12.8,22.0,9.600000000000001
88,88.56,50.56,32.480000000000004,12.8
89,70.64,58.720000000000006,20.400000000000002,10.32
90,87.84,41.120000000000005,38.24,13.36
91,107.44000000000001,7.440000000000001,3.9200000000000004,8.959999999999999
92,22.880000000000003,26.400000000000002,1.2000000000000002,5.84
93,174.16,47.2,26.8,15.52
94,200.72000000000003,57.84,29.200000000000003,17.76
95,85.92000000000002,8.72,11.200000000000001,9.200000000000001
96,130.64000000000001,42.32,25.28,13.52
97,158.08,4.720000000000001,2.8000000000000003,9.36
98,147.92000000000002,17.6,16.8,12.4
99,231.76,40.96000000000001,33.839999999999996,20.32
100,108.16,36.72,33.36000000000001,13.76
101,177.92000000000002,39.84,3.44,9.36
102,237.12,80.72000000000001,29.04,19.040000000000003
103,224.16,17.12,8.08,11.840000000000002
104,150.32000000000002,14.32,13.76,11.76
105,190.56,4.24,27.439999999999998,16.56
106,110.32000000000001,47.2,37.12,15.36
107,20.0,23.76,8.8,5.760000000000001
108,72.32000000000001,18.56,0.24,6.96
109,10.48,20.480000000000004,0.32000000000000006,4.24
110,204.32000000000002,4.4,21.52,15.840000000000002
111,180.64000000000001,45.2,6.56,10.72
112,193.36,18.56,30.400000000000002,17.44
113,140.56,1.92,12.32,11.280000000000001
114,167.68,8.56,16.48,12.72
115,62.56,27.6,37.44,11.68
116,60.08,42.160000000000004,28.0,10.08
117,111.36,20.480000000000004,11.440000000000001,9.76
118,61.120000000000005,11.840000000000002,0.6400000000000001,7.5200000000000005
119,100.56,63.36000000000001,29.52,12.72
120,15.52,17.84,12.8,5.28
121,113.04000000000002,36.96,21.44,12.4
122,15.040000000000001,40.32,17.36,5.6000000000000005
123,179.20000000000002,12.48,1.92,9.28
124,98.48,9.920000000000002,27.680000000000003,12.16
125,183.60000000000002,59.36000000000001,25.84,15.76
126,69.76,20.72,9.440000000000001,8.48
127,6.24,40.480000000000004,31.12,5.28
128,64.16000000000001,7.359999999999999,0.0,7.040000000000001
129,176.24,2.5600000000000005,39.2,19.76
130,47.68000000000001,34.480000000000004,9.600000000000001,7.76
131,0.5599999999999999,6.96,31.680000000000003,1.2800000000000002
132,212.16,34.4,2.32,10.16
133,6.720000000000001,1.6800000000000002,21.76,4.5600000000000005
134,175.84000000000003,36.080000000000005,26.8,15.680000000000001
135,29.52,52.48,30.880000000000003,8.64
136,38.64,6.800000000000001,37.6,9.28
137,20.480000000000004,7.440000000000001,31.200000000000003,7.6000000000000005
138,218.96,47.760000000000005,23.12,16.64
139,34.4,16.400000000000002,20.72,7.68
140,147.92000000000002,1.36,35.12,16.56
141,58.720000000000006,10.32,13.600000000000001,8.72
142,154.96,60.48,28.32,15.36
143,176.4,30.32,26.560000000000002,16.080000000000002
144,83.68,27.52,4.5600000000000005,8.32
145,76.96000000000001,31.12,11.840000000000002,9.120000000000001
146,112.24000000000001,7.2,1.52,8.24
147,192.08,6.96,5.84,10.56
148,194.56,35.44,39.2,20.32
149,30.400000000000002,9.520000000000001,32.24,8.72
150,35.760000000000005,16.48,20.64,8.08
151,224.56,29.6,11.120000000000001,12.880000000000003
152,96.80000000000001,38.96000000000001,6.720000000000001,9.28
153,158.08,11.36,18.64,13.280000000000001
154,137.04000000000002,30.160000000000004,31.760000000000005,15.200000000000001
155,150.24,7.6000000000000005,16.880000000000003,12.48
156,3.28,4.5600000000000005,9.28,2.5600000000000005
157,75.12,40.400000000000006,34.800000000000004,12.240000000000002
158,119.84000000000002,19.44,1.04,8.08
159,9.36,36.160000000000004,29.52,5.84
160,105.36,27.680000000000003,14.719999999999999,10.32
161,138.0,24.560000000000002,14.480000000000002,11.520000000000001
162,68.56,39.44,28.64,10.64
163,150.72,20.480000000000004,14.480000000000002,11.920000000000002
164,130.8,5.920000000000001,29.439999999999998,14.4
165,93.76,4.32,11.76,9.520000000000001
166,187.60000000000002,67.84,2.72,9.520000000000001
167,14.32,17.28,30.080000000000002,6.4
168,165.44000000000003,15.52,4.16,9.76
169,172.32000000000002,46.080000000000005,18.880000000000003,13.680000000000001
170,227.44000000000003,5.120000000000001,8.48,12.0
171,40.0,14.719999999999999,9.28,6.720000000000001
172,131.6,37.92,16.72,11.600000000000001
173,15.680000000000001,13.600000000000001,16.080000000000002,6.08
174,134.72,10.240000000000002,5.68,9.36
175,177.92000000000002,10.48,2.72,9.200000000000001
176,221.51999999999998,33.44,39.120000000000005,21.6
177,198.72000000000003,16.240000000000002,24.16,16.16
178,136.16,28.160000000000004,6.24,9.36
179,221.36,18.96,1.8399999999999999,9.440000000000001
180,132.48,14.080000000000002,8.0,10.08
181,125.28,6.640000000000001,2.08,8.4
182,174.8,21.92,4.32,9.76
183,44.96000000000001,23.76,4.5600000000000005,6.96
184,230.08000000000004,57.44,34.4,20.96
185,203.04000000000002,24.0,17.040000000000003,14.080000000000002
186,164.0,15.680000000000001,36.080000000000005,18.080000000000002
187,111.60000000000001,21.28,1.6800000000000002,8.24
188,152.88,14.56,22.96,13.840000000000002
189,228.8,2.9600000000000004,11.120000000000001,12.72
190,14.96,18.72,9.68,5.36
191,31.6,4.64,32.88,8.64
192,60.400000000000006,4.800000000000001,8.64,7.920000000000001
193,13.76,25.28,3.28,4.720000000000001
194,133.44000000000003,2.8800000000000003,33.6,15.680000000000001
195,119.75999999999999,4.800000000000001,28.480000000000004,13.840000000000002
196,30.560000000000002,11.040000000000001,2.9600000000000004,6.08
197,75.36,6.48,3.9200000000000004,7.76
198,141.6,5.120000000000001,7.440000000000001,10.240000000000002
199,226.88000000000002,52.96000000000001,33.6,20.400000000000002
200,185.68,6.96,6.88,10.72
1,207.09,62.28,34.019999999999996,19.89
2,40.050000000000004,40.59,35.37,9.360000000000001
3,15.48,62.37,41.31,8.370000000000001
4,136.35,52.65,37.17,16.650000000000002
5,162.72000000000003,52.56,9.72,11.610000000000001
6,7.829999999999999,67.5,44.01,6.48
7,51.75,21.150000000000002,29.52,10.620000000000001
8,108.18,10.44,17.64,11.879999999999999
9,7.74,0.9,1.8900000000000001,4.32
10,179.82000000000002,19.08,2.3400000000000003,9.54
11,59.489999999999995,21.78,5.22,7.74
12,193.23,3.6,21.6,15.659999999999998
13,21.42,59.31000000000001,31.590000000000003,8.28
14,87.75,6.48,6.84,8.73
15,183.69,41.4,29.61,17.1
16,175.86,47.61,42.93000000000001,20.16
17,61.019999999999996,102.60000000000001,32.940000000000005,11.25
18,253.26,50.22,35.64,21.96
19,62.28,16.470000000000002,18.45,10.170000000000002
20,132.57000000000002,17.19,21.509999999999998,13.14
21,196.56,48.06,24.93,16.2
22,213.66,21.150000000000002,4.59,11.25
23,11.879999999999999,44.64,14.31,5.04
24,205.47000000000003,23.58,15.209999999999999,13.950000000000001
25,56.07,16.470000000000002,11.34,8.73
26,236.60999999999999,17.55,3.15,10.8
27,128.61,11.34,26.37,13.5
28,216.09,20.61,15.03,14.31
29,223.92000000000002,20.61,24.39,17.009999999999998
30,63.54,36.72,14.4,9.450000000000001
31,263.61,38.88,25.470000000000002,19.259999999999998
32,101.61000000000001,34.74,15.659999999999998,10.71
33,87.48,27.0,1.35,8.64
34,239.04000000000002,0.27,18.0,15.659999999999998
35,86.13000000000001,6.66,1.26,8.55
36,261.63,7.65,3.69,11.520000000000001
37,240.20999999999998,4.5,39.42,22.86
38,67.23,41.13,44.46,13.23
39,38.79,31.590000000000003,24.03,9.09
40,205.20000000000002,28.8,33.93000000000001,19.35
41,182.25,28.44,20.07,14.940000000000001
42,159.3,34.830000000000005,30.06,15.390000000000002
43,264.24,1.62,24.93,18.63
44,186.21,23.759999999999998,7.5600000000000005,11.610000000000001
45,22.590000000000003,38.97,23.13,7.65
46,157.59,28.35,20.25,13.41
47,80.73,32.13,8.91,9.54
48,215.91,16.650000000000002,37.35,20.88
49,204.48,44.91,14.22,13.32
50,60.21000000000001,33.12,10.53,8.73
51,179.82000000000002,31.14,2.79,10.26
52,90.36000000000001,3.24,8.64,9.629999999999999
53,194.76000000000002,35.64,37.53,20.340000000000003
54,164.34,52.830000000000005,41.580000000000005,19.08
55,236.43,14.31,25.92,18.18
56,179.01000000000002,54.0,44.46,21.33
57,6.57,37.26,25.290000000000003,4.95
58,122.58,14.940000000000001,17.28,11.879999999999999
59,189.72000000000003,33.93000000000001,44.64,21.42
60,189.63,8.370000000000001,26.55,16.56
61,48.15,19.259999999999998,1.8,7.29
62,235.17000000000002,49.230000000000004,38.43000000000001,21.78
63,215.37,24.57,13.950000000000001,14.129999999999999
64,92.43,7.5600000000000005,26.64,12.6
65,117.99,26.009999999999998,38.519999999999996,16.2
66,62.1,0.81,8.370000000000001,8.370000000000001
67,28.35,1.9800000000000002,22.14,8.55
68,125.37000000000002,9.18,13.05,12.06
69,213.66,9.9,24.75,17.009999999999998
70,195.12,24.48,39.51,20.07
71,179.19,34.830000000000005,27.540000000000003,16.470000000000002
72,98.82,28.53,12.870000000000001,11.16
73,24.12,17.37,29.7,7.920000000000001
74,116.46000000000001,28.17,5.13,9.9
75,192.06,11.79,22.14,15.3
76,15.209999999999999,80.46000000000001,39.330000000000005,7.829999999999999
77,24.75,18.63,1.4400000000000002,6.210000000000001
78,108.45,12.78,25.650000000000002,12.78
79,4.86,8.46,26.91,4.77
80,104.4,20.790000000000003,6.930000000000001,9.9
81,68.76,20.07,24.03,10.620000000000001
82,215.82000000000002,33.21,3.69,11.07
83,67.77,29.25,18.27,10.170000000000002
84,61.56000000000001,32.04,40.050000000000004,12.24
85,192.15,30.419999999999998,38.7,19.53
86,173.88,59.13,16.56,13.68
87,68.67,14.4,24.75,10.8
88,99.63000000000001,56.88,36.54,14.4
89,79.47,66.06,22.95,11.610000000000001
90,98.82,46.26,43.019999999999996,15.03
91,120.87000000000002,8.370000000000001,4.41,10.08
92,25.740000000000002,29.7,1.35,6.57
93,195.93,53.1,30.150000000000002,17.46
94,225.81,65.07,32.85,19.98
95,96.66000000000001,9.81,12.6,10.35
96,146.97000000000003,47.61,28.44,15.209999999999999
97,177.84,5.3100000000000005,3.15,10.53
98,166.41,19.8,18.900000000000002,13.950000000000001
99,260.73,46.080000000000005,38.07,22.86
100,121.67999999999999,41.31,37.53,15.48
101,200.16,44.82,3.87,10.53
102,266.76,90.81,32.67,21.42
103,252.18,19.259999999999998,9.09,13.32
104,169.11,16.11,15.48,13.23
105,214.38,4.77,30.869999999999997,18.63
106,124.11000000000001,53.1,41.76,17.28
107,22.5,26.73,9.9,6.48
108,81.36000000000001,20.88,0.27,7.829999999999999
109,11.79,23.040000000000003,0.36000000000000004,4.77
110,229.86,4.95,24.21,17.82
111,203.22000000000003,50.85,7.38,12.06
112,217.53,20.88,34.2,19.62
113,158.13,2.16,13.860000000000001,12.69
114,188.64,9.629999999999999,18.540000000000003,14.31
115,70.38000000000001,31.05,42.12,13.14
116,67.59,47.43000000000001,31.5,11.34
117,125.27999999999999,23.040000000000003,12.870000000000001,10.98
118,68.76,13.32,0.7200000000000001,8.46
119,113.13000000000001,71.28,33.21,14.31
120,17.46,20.07,14.4,5.9399999999999995
121,127.17000000000002,41.580000000000005,24.12,13.950000000000001
122,16.92,45.36,19.53,6.3
123,201.6,14.04,2.16,10.44
124,110.78999999999999,11.16,31.14,13.68
125,206.55,66.78,29.069999999999997,17.73
126,78.48,23.31,10.620000000000001,9.54
127,7.02,45.54,35.01,5.9399999999999995
128,72.18,8.28,0.0,7.920000000000001
129,198.27,2.8800000000000003,44.1,22.23
130,53.64,38.79,10.8,8.73
131,0.63,7.829999999999999,35.64,1.4400000000000002
132,238.68,38.7,2.61,11.43
133,7.5600000000000005,1.8900000000000001,24.48,5.13
134,197.82000000000002,40.59,30.150000000000002,17.64
135,33.21,59.04,34.74,9.72
136,43.47,7.65,42.300000000000004,10.44
137,23.040000000000003,8.370000000000001,35.1,8.55
138,246.32999999999998,53.730000000000004,26.009999999999998,18.720000000000002
139,38.7,18.45,23.31,8.64
140,166.41,1.53,39.51,18.63
141,66.06,11.610000000000001,15.3,9.81
142,174.32999999999998,68.03999999999999,31.86,17.28
143,198.45000000000002,34.11,29.880000000000003,18.090000000000003
144,94.14,30.96,5.13,9.360000000000001
145,86.58,35.01,13.32,10.26
146,126.27000000000001,8.1,1.71,9.270000000000001
147,216.09,7.829999999999999,6.57,11.879999999999999
148,218.88,39.87,44.1,22.86
149,34.2,10.71,36.269999999999996,9.81
150,40.230000000000004,18.540000000000003,23.220000000000002,9.09
151,252.63,33.300000000000004,12.51,14.490000000000002
152,108.9,43.830000000000005,7.5600000000000005,10.44
153,177.84,12.78,20.970000000000002,14.940000000000001
154,154.17000000000002,33.93000000000001,35.730000000000004,17.1
155,169.02,8.55,18.990000000000002,14.04
156,3.69,5.13,10.44,2.8800000000000003
157,84.51,45.45,39.15,13.770000000000001
158,134.82000000000002,21.87,1.1700000000000002,9.09
159,10.53,40.68000000000001,33.21,6.57
160,118.52999999999999,31.14,16.56,11.610000000000001
161,155.25,27.63,16.290000000000003,12.96
162,77.13000000000001,44.37,32.22,11.97
163,169.56,23.040000000000003,16.290000000000003,13.41
164,147.15,6.66,33.12,16.2
165,105.48,4.86,13.23,10.71
166,211.05,76.32,3.06,10.71
167,16.11,19.44,33.84,7.2
168,186.12,17.46,4.680000000000001,10.98
169,193.86,51.84,21.240000000000002,15.390000000000002
170,255.87,5.760000000000001,9.54,13.5
171,45.0,16.56,10.44,7.5600000000000005
172,148.05,42.66,18.81,13.05
173,17.64,15.3,18.090000000000003,6.84
174,151.56,11.520000000000001,6.39,10.53
175,200.16,11.79,3.06,10.35
176,249.20999999999998,37.62,44.01,24.3
177,223.56,18.27,27.18,18.18
178,153.18,31.680000000000003,7.02,10.53
179,249.03,21.33,2.07,10.620000000000001
180,149.04,15.840000000000002,9.0,11.34
181,140.94,7.470000000000001,2.3400000000000003,9.450000000000001
182,196.65,24.66,4.86,10.98
183,50.580000000000005,26.73,5.13,7.829999999999999
184,258.84000000000003,64.62,38.7,23.58
185,228.42000000000002,27.0,19.17,15.840000000000002
186,184.5,17.64,40.59,20.340000000000003
187,125.55,23.94,1.8900000000000001,9.270000000000001
188,171.99,16.38,25.83,15.57
189,257.40000000000003,3.33,12.51,14.31
190,16.83,21.06,10.89,6.03
191,35.550000000000004,5.22,36.99,9.72
192,67.95,5.4,9.72,8.91
193,15.48,28.44,3.69,5.3100000000000005
194,150.12,3.24,37.800000000000004,17.64
195,134.73,5.4,32.04,15.57
196,34.38,12.420000000000002,3.33,6.84
197,84.78,7.29,4.41,8.73
198,159.3,5.760000000000001,8.370000000000001,11.520000000000001
199,255.24000000000004,59.580000000000005,37.800000000000004,22.95
200,208.89,7.829999999999999,7.74,12.06
1,23.01,6.920000000000001,3.78,2.2100000000000004
2,4.45,4.510000000000001,3.9299999999999997,1.04
3,1.72,6.93,4.59,0.9300000000000002
4,15.15,5.8500000000000005,4.13,1.85
5,18.080000000000002,5.84,1.08,1.29
6,0.87,7.5,4.890000000000001,0.7200000000000001
7,5.75,2.35,3.28,1.1800000000000002
8,12.020000000000001,1.16,1.9600000000000002,1.32
9,0.86,0.1,0.21000000000000002,0.48
10,19.980000000000004,2.12,0.26,1.06
11,6.609999999999999,2.42,0.58,0.86
12,21.47,0.4,2.4000000000000004,1.74
13,2.3800000000000003,6.590000000000001,3.5100000000000002,0.9199999999999999
14,9.75,0.7200000000000001,0.76,0.97
15,20.41,4.6000000000000005,3.29,1.9000000000000001
16,19.540000000000003,5.29,4.7700000000000005,2.2399999999999998
17,6.78,11.4,3.66,1.25
18,28.14,5.58,3.9600000000000004,2.44
19,6.920000000000001,1.83,2.0500000000000003,1.1300000000000001
20,14.730000000000002,1.9100000000000001,2.39,1.46
21,21.840000000000003,5.34,2.77,1.8
22,23.740000000000002,2.35,0.51,1.25
23,1.32,4.960000000000001,1.59,0.5599999999999999
24,22.830000000000002,2.62,1.69,1.55
25,6.23,1.83,1.26,0.97
26,26.29,1.9500000000000002,0.35000000000000003,1.2000000000000002
27,14.290000000000001,1.26,2.93,1.5
28,24.01,2.29,1.67,1.59
29,24.880000000000003,2.29,2.7100000000000004,1.89
30,7.06,4.08,1.6,1.05
31,29.29,4.32,2.83,2.14
32,11.290000000000001,3.8600000000000003,1.74,1.1900000000000002
33,9.72,3.0,0.15000000000000002,0.96
34,26.560000000000002,0.03,2.0,1.74
35,9.57,0.7400000000000001,0.13999999999999999,0.9500000000000001
36,29.07,0.8500000000000001,0.41,1.2800000000000002
37,26.689999999999998,0.5,4.38,2.54
38,7.470000000000001,4.57,4.94,1.47
39,4.3100000000000005,3.5100000000000002,2.67,1.01
40,22.8,3.2,3.7700000000000005,2.15
41,20.25,3.16,2.23,1.6600000000000001
42,17.7,3.8700000000000006,3.34,1.7100000000000002
43,29.360000000000003,0.18000000000000002,2.77,2.07
44,20.69,2.64,0.8400000000000001,1.29
45,2.5100000000000002,4.33,2.5700000000000003,0.8500000000000001
46,17.51,3.1500000000000004,2.25,1.4900000000000002
47,8.97,3.5700000000000003,0.9900000000000001,1.06
48,23.990000000000002,1.85,4.15,2.32
49,22.72,4.99,1.58,1.4800000000000002
